seed,I_ext,stability_margin,rho_A,T,target_scale,dir_seed,energy,rel_reachability_error
0,0.16,0.18897202192967927,0.9098404623272216,50,0.1,0,0.022234864270506572,0.02477242256295719
0,0.16,0.18897202192967927,0.9098404623272216,50,0.1,1,0.019300088431005853,0.03684404531514698
0,0.16,0.18897202192967927,0.9098404623272216,50,0.1,2,0.022857318416090268,0.02624477287366712
0,0.16,0.18897202192967927,0.9098404623272216,100,0.005,0,5.523011809293086e-05,0.024140504296201785
0,0.16,0.18897202192967927,0.9098404623272216,100,0.005,1,6.059418116163963e-05,0.018419391254678466
0,0.16,0.18897202192967927,0.9098404623272216,100,0.005,2,4.8835910541105516e-05,0.046750736909927065
0,0.16,0.18897202192967927,0.9098404623272216,100,0.01,0,0.00018639170567750186,0.005484751994057575
0,0.16,0.18897202192967927,0.9098404623272216,100,0.01,1,0.00023602572543829717,0.0274471612058016
0,0.16,0.18897202192967927,0.9098404623272216,100,0.01,2,0.00022226352924916535,0.03607837278760335
0,0.16,0.18897202192967927,0.9098404623272216,100,0.02,0,0.0008187926276630537,0.010961797434253509
0,0.16,0.18897202192967927,0.9098404623272216,100,0.02,1,0.0008468713932227257,0.006549332222901221
0,0.16,0.18897202192967927,0.9098404623272216,100,0.02,2,0.000898572559140646,0.01011849813924229
0,0.16,0.18897202192967927,0.9098404623272216,100,0.05,0,0.005507311291792874,0.011580378815319724
0,0.16,0.18897202192967927,0.9098404623272216,100,0.05,1,0.005817103540167396,0.011815890007403051
0,0.16,0.18897202192967927,0.9098404623272216,100,0.05,2,0.005310575202843296,0.01394579359715837
0,0.16,0.18897202192967927,0.9098404623272216,100,0.1,0,0.022141252130549918,0.031176935108817316
0,0.16,0.18897202192967927,0.9098404623272216,100,0.1,1,0.020481976814322754,0.045767745623653946
0,0.16,0.18897202192967927,0.9098404623272216,100,0.1,2,0.021906397711001935,0.029849661407792
0,0.16,0.18897202192967927,0.9098404623272216,200,0.005,0,5.2296420615578976e-05,0.05149351996724254
0,0.16,0.18897202192967927,0.9098404623272216,200,0.005,1,5.699935669439241e-05,0.025988300761627232
0,0.16,0.18897202192967927,0.9098404623272216,200,0.005,2,5.298182135117969e-05,0.043236916023723315
0,0.16,0.18897202192967927,0.9098404623272216,200,0.01,0,0.0002114783259923808,0.0262834060505521
0,0.16,0.18897202192967927,0.9098404623272216,200,0.01,1,0.00020660539610910434,0.02941003853526248
0,0.16,0.18897202192967927,0.9098404623272216,200,0.01,2,0.0002277934580900197,0.0281406828881395
0,0.16,0.18897202192967927,0.9098404623272216,200,0.02,0,0.0009408392432890794,0.007075585760630964
0,0.16,0.18897202192967927,0.9098404623272216,200,0.02,1,0.0008607457982781538,0.010521649692344405
0,0.16,0.18897202192967927,0.9098404623272216,200,0.02,2,0.0007550306905216395,0.007350975024809522
0,0.16,0.18897202192967927,0.9098404623272216,200,0.05,0,0.005586247777339787,0.015471207057933152
0,0.16,0.18897202192967927,0.9098404623272216,200,0.05,1,0.004875618505731103,0.02335921317774245
0,0.16,0.18897202192967927,0.9098404623272216,200,0.05,2,0.005755781833937525,0.013813592700980983
0,0.16,0.18897202192967927,0.9098404623272216,200,0.1,0,0.02025937772128413,0.02687654287443059
0,0.16,0.18897202192967927,0.9098404623272216,200,0.1,1,0.02208053684399283,0.030995984945884902
0,0.16,0.18897202192967927,0.9098404623272216,200,0.1,2,0.021563250032020146,0.029391455296538863
0,0.24,0.12611336389051414,0.9388902540548681,5,0.005,0,0.00010548313376271779,0.03585289436568869
0,0.24,0.12611336389051414,0.9388902540548681,5,0.005,1,0.00010220016794293864,0.016152047872034538
0,0.24,0.12611336389051414,0.9388902540548681,5,0.005,2,0.000102425687411581,0.015247148373261033
0,0.24,0.12611336389051414,0.9388902540548681,5,0.01,0,0.00039637119670110936,0.03444482123998264
